#Genome	Original Genome name	Microbial Group	Microbial Group obtaining method	Genome Phylogeny	Strain name	Genome mean coverage	Genome completeness (%)	Genome contamination (%)	Strain heterogeneity (%)	16S rRNA phylogeny (The longest identified fragment)	# ambiguous bases	# contigs	# predicted genes	# scaffolds	Coding density	GC	GC std	Genome size	Longest contig	Longest scaffold	Mean contig length	Mean scaffold length	N50 (contigs)	N50 (scaffolds)	Translation table	tRNAs decoding Standard 20 AA	Selenocysteine tRNAs	Possible suppressor tRNAs	tRNAs with undetermined/unknown isotypes	Predicted pseudogenes	Total tRNAs	Gram	Environment
SZUA-1067	SZU_Guaymas_Basin__P_6.57_VB	Bacteroidetes	GTDB genome phylogeny	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Flavobacteriales;f__BACL11;g__BACL11;s__BACL11 sp1	Flavobacteriales bacterium SZUA-1067 [Order]	13.63	51.49	1.09	33.33	#N/A	0	129	818	129	0.962714806	0.344931735	0.012228525	835345	22317	22317	6475.542636	6475.542636	8999	8999	11	12	0	0	0	0	12	Gram Negative	GyBn
SZUA-1068	SZU_Guaymas_Basin__P_6.65	Verrucomicrobia	GTDB genome phylogeny	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;unclassified	Verrucomicrobia bacterium SZUA-1068 [Phylum]	31.23	51.33	2.93	100	#N/A	0	440	1589	440	0.940313961	0.608363505	0.020037366	1554970	23332	23332	3534.022727	3534.022727	3914	3914	11	12	0	0	0	0	12	Gram Negative	GyBn
SZUA-1069	SZU_Guaymas_Basin__P_6.68	Marine Group II	GTDB genome phylogeny	d__Archaea;p__Thermoplasmataeota;c__Epipelagoarchaeia;o__MGII;f__MGIIA;g__REDSEA-S41-B6;s__REDSEA-S41-B6 sp1	Marine Group II archaeon MGIIA SZUA-1069 [Class]	63.29	85.2	0	0	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured archaeon	0	44	1220	44	0.951000658	0.508168135	0.025451965	1372896	203883	203883	31202.18182	31202.18182	65379	65379	11	43	0	0	0	0	43	Archaea	GyBn
SZUA-1070	SZU_Guaymas_Basin__P_7.7	Myxococcales	GTDB genome phylogeny	d__Bacteria;p__Myxococcaeota;c__UBA9160;o__UBA9160;f__UBA4427;g__UBA4427;unclassified	Myxococcales bacterium SZUA-1070 [Order]	13.64	92.04	1.29	0	#N/A	0	246	4532	246	0.882992128	0.592489563	0.012145488	4960803	133902	133902	20165.86585	20165.86585	41751	41751	11	44	0	1	0	0	45	Gram Negative	GyBn
SZUA-1071	SZU_Guaymas_Basin__P_7.70	Gammaproteobacteria-Methylococcales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Cycloclasticaceae;g__Cycloclasticus;unclassified	Cycloclasticus sp. SZUA-1071 [Genus]	54.1	52.3	2.31	26.09	#N/A	0	289	1125	289	0.929523901	0.445714061	0.019185719	914537	16063	16063	3164.487889	3164.487889	3315	3315	11	13	0	0	0	0	13	Gram Negative	GyBn
SZUA-1072	SZU_Guaymas_Basin__P_8.28	Gammaproteobacteria-Methylococcales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonaceae;unclassified;unclassified	Methylococcales bacterium SZUA-1072 [Order]	59.33	98.33	1.28	0	#N/A	0	145	2505	145	0.854424761	0.41977285	0.012997558	2632357	132091	132091	18154.18621	18154.18621	30022	30022	11	35	0	0	0	1	36	Gram Negative	GyBn
SZUA-1074	SZU_Guaymas_Basin__P_8.41	Gammaproteobacteria-UBA4486	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__UBA7359;unclassified	Gammaproteobacteria bacterium SZUA-1074 [Class]	39.21	89.96	2.74	15.38	Bacteria;Proteobacteria;AEGEAN-245;hydrothermal vent metagenome	0	137	2363	137	0.897917086	0.389263707	0.015170913	2258135	98505	98505	16482.73723	16482.73723	33022	33022	11	34	0	0	0	0	34	Gram Negative	GyBn
SZUA-1075	SZU_Guaymas_Basin__P_8.44	Gammaproteobacteria-Methylococcales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Methylococcales;f__Cycloclasticaceae;g__Cycloclasticus;unclassified	Cycloclasticus sp. SZUA-1075 [Genus]	78.8	90.85	3.65	46.67	#N/A	0	163	2173	163	0.924208308	0.435766114	0.014553027	2028283	77063	77063	12443.45399	12443.45399	21718	21718	11	32	0	0	0	0	32	Gram Negative	GyBn
SZUA-1077	SZU_Guaymas_Basin__P_9.10	Gammaproteobacteria-Pseudomonadales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4582;unclassified	Pseudomonadales bacterium SZUA-1077 [Order]	10.32	86.1	7.2	0	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;OM182 clade;uncultured gamma proteobacterium	0	528	5501	528	0.898732689	0.496112684	0.018673819	5382892	53424	53424	10194.87121	10194.87121	13839	13839	11	53	0	1	1	3	58	Gram Negative	GyBn
SZUA-1078	SZU_Guaymas_Basin__P_9.12	Gammaproteobacteria-Pseudomonadales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9659;unclassified	Pseudomonadales bacterium SZUA-1078 [Order]	46.96	83.03	3.8	17.65	#N/A	0	619	4444	619	0.896205234	0.509675018	0.015619453	4342059	52276	52276	7014.634895	7014.634895	8468	8468	11	23	0	1	0	2	26	Gram Negative	GyBn
SZUA-1079	SZU_Guaymas_Basin__P_9.21	Gammaproteobacteria-LS-SOB	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp1	Gammaproteobacteria bacterium SZUA-1079 [Class]	21.22	95.12	2.74	0	#N/A	0	201	3502	201	0.903673835	0.519218311	0.022811655	3616629	150557	150557	17993.1791	17993.1791	46097	46097	11	55	0	0	1	5	61	Gram Negative	GyBn
SZUA-1080	SZU_Guaymas_Basin__P_9.34	Myxococcales	GTDB genome phylogeny	d__Bacteria;p__Myxococcaeota;c__UBA9160;o__UBA9160;f__UBA4427;unclassified;unclassified	Myxococcales bacterium SZUA-1080 [Order]	16.14	50.59	6.84	0	#N/A	0	337	2504	337	0.873362944	0.598666097	0.023305996	2592993	60879	60879	7694.341246	7694.341246	9527	9527	11	32	0	1	0	0	33	Gram Negative	GyBn
SZUA-1081	SZU_Guaymas_Basin__P_9.38	Gemmatimonadetes	GTDB genome phylogeny	d__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__SG8-23;f__UBA6960;g__UBA887;unclassified	Gemmatimonadetes bacterium SZUA-1081 [Class]	9.98	85.65	3.4	25	#N/A	0	208	2371	208	0.927148085	0.528108396	0.017481698	2518767	89764	89764	12109.45673	12109.45673	16233	16233	11	34	0	1	0	1	36	Gram Negative	GyBn
SZUA-1082	SZU_Guaymas_Basin__P_9.64	Marinimicrobia	GTDB genome phylogeny	d__Bacteria;p__Marinimicrobia;c__Marinisomatia;o__Marinisomatales;f__AAA160-C11;g__AAA160-C11;unclassified	Candidatus Marinimicrobia bacterium SZUA-1082 [Phylum]	48.52	86.81	7.59	0	Bacteria;Marinimicrobia (SAR406 clade);hydrothermal vent metagenome	0	77	1134	77	0.960097572	0.322056641	0.022120472	1080636	224251	224251	14034.23377	14034.23377	47747	47747	11	35	0	0	0	0	35	Gram Negative	GyBn
SZUA-1084	SZU_Guaymas_Basin__P_9.7	Planctomycetes	GTDB genome phylogeny	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;unclassified;unclassified	Planctomycetes bacterium SZUA-1084 [Phylum]	8.81	70.71	2.08	11.11	#N/A	0	736	4637	736	0.896542236	0.548481289	0.010933307	5240496	49858	49858	7120.23913	7120.23913	8761	8761	11	47	0	0	1	5	53	Gram Negative	GyBn
SZUA-1089	SZU_Cayman_Shallow__BandP_1.36.P	Deltaproteobacteria-SAR324	GTDB genome phylogeny	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__UBA8110;s__UBA8110 sp1	Deltaproteobacteria bacterium SZUA-1089 [Class]	11.06	61.83	9.88	55.56	Bacteria;Proteobacteria;Deltaproteobacteria;SAR324 clade(Marine group B);uncultured bacterium	0	481	2014	481	0.921626016	0.59108625	0.022026658	1773956	10289	10289	3688.058212	3688.058212	3615	3615	11	17	0	1	0	0	18	Gram Negative	CymS
SZUA-1091	SZU_Cayman_Shallow__BandP_1.9.P	Poribacteria	GTDB genome phylogeny	d__Bacteria;p__Poribacteria;c__WGA-4E;o__WGA-4E;f__UBA9662;g__UBA9662;unclassified	Candidatus Poribacteria bacterium SZUA-1091 [Phylum]	12.38	66.97	3.78	0	Bacteria;Poribacteria;hydrothermal vent metagenome	0	785	4295	785	0.869578404	0.436712267	0.019833385	4322528	29341	29341	5506.405096	5506.405096	5942	5942	11	27	0	0	0	0	27	Gram Negative	CymS
SZUA-1093	SZU_Cayman_Shallow__BandP_10.19.P	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__SAR202;f__UBA11138;g__UBA1123;unclassified	Dehalococcoidia bacterium SZUA-1093 [Class]	39.17	88.58	5.48	44.44	Bacteria;Chloroflexi;SAR202 clade;hydrothermal vent metagenome	0	401	3461	401	0.85845491	0.556948179	0.01549769	3179531	53187	53187	7929.004988	7929.004988	9929	9929	11	40	0	0	0	0	40	Gram Negative	CymS
SZUA-1094	SZU_Cayman_Shallow__BandP_10.24.B	Marine Group II	GTDB genome phylogeny	d__Archaea;p__Thermoplasmataeota;c__Epipelagoarchaeia;o__MGII;f__MGIIA;g__UBA623;s__UBA623 sp4	Marine Group II archaeon MGIIA SZUA-1094 [Class]	21.02	68.67	4.16	50	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured archaeon	0	106	1172	106	0.947384404	0.616471473	0.016335392	1261223	45737	45737	11898.33019	11898.33019	18401	18401	11	43	0	0	0	0	43	Archaea	CymS
SZUA-1095	SZU_Cayman_Shallow__BandP_10.28.P	Alphaproteobacteria-Rhodospirillales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__UBA2165;g__UBA2165;unclassified	Rhodospirillales bacterium SZUA-1095 [Order]	14.67	80.16	3.1	16.67	#N/A	0	432	2519	432	0.888175064	0.44596409	0.016809317	2438508	37995	37995	5644.694444	5644.694444	6148	6148	11	25	0	0	0	0	25	Gram Negative	CymS
SZUA-1096	SZU_Cayman_Shallow__BandP_10.30.P	Alphaproteobacteria-Rhodospirillales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__Casp-alpha2;unclassified	Rhodospirillales bacterium SZUA-1096 [Order]	15.4	85.99	2.82	7.69	#N/A	0	411	2613	411	0.905491899	0.575623768	0.025646889	2365903	38993	38993	5756.454988	5756.454988	6367	6367	11	28	0	0	1	0	29	Gram Negative	CymS
SZUA-1097	SZU_Cayman_Shallow__BandP_10.44.P	Verrucomicrobia	GTDB genome phylogeny	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;unclassified	Verrucomicrobia bacterium SZUA-1097 [Phylum]	14.15	54.11	0	0	#N/A	0	360	1567	360	0.941415709	0.61252084	0.025009734	1569687	14785	14785	4360.241667	4360.241667	4465	4465	11	9	0	0	0	0	9	Gram Negative	CymS
SZUA-1099	SZU_Cayman_Shallow__BandP_11.35.P	Acidobacteria	GTDB genome phylogeny	d__Bacteria;p__Acidobacteria;c__DSM-100886;o__DSM-100886;f__UBA8438;g__UBA8438;unclassified	Acidobacteria bacterium SZUA-1099 [Phylum]	15.99	55.5	4.32	0	#N/A	0	216	1808	216	0.928972754	0.521734789	0.020983263	1842645	58789	58789	8530.763889	8530.763889	12079	12079	11	23	0	0	0	1	24	Gram Negative	CymS
SZUA-1100	SZU_Cayman_Shallow__BandP_11.42.P	Marinimicrobia	GTDB genome phylogeny	d__Bacteria;p__Marinimicrobia;c__Marinisomatia;o__Marinisomatales;f__Marinisomataceae;g__UBA2126;unclassified	Candidatus Marinimicrobia bacterium SZUA-1100 [Phylum]	45.61	69.33	0	0	#N/A	0	305	1681	305	0.945283411	0.410095858	0.027945849	1620843	23730	23730	5314.239344	5314.239344	5772	5772	11	25	0	1	0	2	28	Gram Negative	CymS
SZUA-1102	SZU_Cayman_Shallow__BandP_11.47.P	Gammaproteobacteria-SAR86	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SAR86;f__SAR86;g__AEGEAN-183;s__AEGEAN-183 sp1	Gammaproteobacteria bacterium SZUA-1102 [Class]	30.67	53.1	1.77	88.89	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SAR86 clade;uncultured marine bacterium 311	0	233	1330	233	0.948223846	0.371344962	0.01859249	1181007	18883	18883	5068.699571	5068.699571	5575	5575	11	34	0	0	0	0	34	Gram Negative	CymS
SZUA-1103	SZU_Cayman_Shallow__BandP_11.58.P	Alphaproteobacteria-Pelagibacterales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__UBA2154;unclassified	Pelagibacteraceae bacterium SZUA-1103 [Family]	44.55	58.91	9.75	0	#N/A	0	154	812	154	0.962365561	0.303137755	0.020241695	698270	16218	16218	4534.220779	4534.220779	4540	4540	11	8	0	0	0	0	8	Gram Negative	CymS
SZUA-1104	SZU_Cayman_Shallow__BandP_11.9.P	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA11650;unclassified	Dehalococcoidia bacterium SZUA-1104 [Class]	60.85	79.87	7.62	33.33	#N/A	0	538	3337	538	0.85665474	0.578357778	0.016590719	3023867	26600	26600	5620.570632	5620.570632	6138	6138	11	32	0	0	0	0	32	Gram Negative	CymS
SZUA-1105	SZU_Cayman_Shallow__BandP_12.21.B	Gammaproteobacteria-Pseudomonadales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA11889;unclassified	Pseudomonadales bacterium SZUA-1105 [Order]	17.06	83.14	3.22	25	#N/A	0	226	2623	226	0.932475707	0.535328206	0.016760329	2664330	66775	66775	11789.0708	11789.0708	21833	21833	11	27	0	1	0	0	28	Gram Negative	CymS
SZUA-1116	SZU_Cayman_Shallow__BandP_3.31.P	Alphaproteobacteria	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;unclassified;unclassified;unclassified;unclassified	Alphaproteobacteria bacterium SZUA-1116 [Class]	11.51	77.38	7.75	11.54	#N/A	0	805	2915	805	0.93227681	0.619513344	0.024222695	2424177	16406	16406	3011.4	3011.4	3174	3174	11	15	0	0	0	0	15	Gram Negative	CymS
SZUA-1117	SZU_Cayman_Shallow__BandP_3.33.P	Alphaproteobacteria-Rhodospirillales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Casp-alpha2;g__Casp-alpha2;unclassified	Rhodospirillales bacterium SZUA-1117 [Order]	48.47	90.37	1.66	100	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured;uncultured alpha proteobacterium	0	459	2525	459	0.895674911	0.621073047	0.02594179	2215076	23381	23381	4825.873638	4825.873638	6275	6275	11	27	0	0	0	0	27	Gram Negative	CymS
SZUA-1119	SZU_Cayman_Shallow__BandP_3.40.B	Marine Group III	GTDB genome phylogeny	d__Archaea;p__Thermoplasmataeota;c__Epipelagoarchaeia;o__Epipelagoarchaeales;f__Epipelagoarchaeaceae;g__Bathypelagoarchaeum;s__Bathypelagoarchaeum sp1	Marine Group III archaeon Bathy SZUA-1119 [Class]	21.72	69.56	5.78	63.64	#N/A	0	320	1167	320	0.953338575	0.655132714	0.026034941	925904	11863	11863	2893.45	2893.45	3111	3111	11	23	0	0	0	0	23	Archaea	CymS
SZUA-1120	SZU_Cayman_Shallow__BandP_3.44.P	Gammaproteobacteria-Thiomicrospirales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__UBA2013;unclassified	Gammaproteobacteria bacterium SZUA-1120 [Class]	33.52	84.36	0.79	100	#N/A	0	73	1233	73	0.946478682	0.393751074	0.012305435	1117536	70097	70097	15308.71233	15308.71233	31962	31962	11	25	0	0	0	1	26	Gram Negative	CymS
SZUA-1123	SZU_Cayman_Shallow__BandP_4.24.P	Acidobacteria	GTDB genome phylogeny	d__Bacteria;p__Acidobacteria;c__DSM-100886;o__DSM-100886;f__UBA8438;g__UBA8438;unclassified	Acidobacteria bacterium SZUA-1123 [Phylum]	26.78	85.47	1.92	0	Bacteria;Acidobacteria;Subgroup 6;uncultured bacterium	0	150	2785	150	0.890276284	0.668178319	0.013499518	3177098	100937	100937	21180.65333	21180.65333	36102	36102	11	26	0	0	0	0	26	Gram Negative	CymS
SZUA-1124	SZU_Cayman_Shallow__BandP_4.26.P	Gammaproteobacteria-Nitrosococcales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__Methylophaga;s__Methylophaga aminisulfidivorans	Methylophaga aminisulfidivorans SZUA-1124 [Species]	55.35	98.94	1.09	0	#N/A	0	30	3005	30	0.923052585	0.43664388	0.023985872	3160626	940920	940920	105354.2	105354.2	334874	334874	11	37	0	0	0	1	38	Gram Negative	CymS
SZUA-1125	SZU_Cayman_Shallow__BandP_4.37.B	Deltaproteobacteria-SAR324	GTDB genome phylogeny	d__Bacteria;p__SAR324;c__SAR324;o__SAR324;f__NAC60-12;g__Arctic96AD-7;s__Arctic96AD-7 sp1	Deltaproteobacteria bacterium SZUA-1125 [Class]	216.16	54.74	0	0	#N/A	0	389	1128	389	0.916390916	0.419654003	0.021282238	990933	7353	7353	2547.385604	2547.385604	2690	2690	11	2	0	0	0	1	3	Gram Negative	CymS
SZUA-1128	SZU_Cayman_Shallow__BandP_5.31.B	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA1141;unclassified	Dehalococcoidia bacterium SZUA-1128 [Class]	10.97	52.69	0.99	0	#N/A	0	638	2183	638	0.841553233	0.549634397	0.014967197	1884147	15680	15680	2953.208464	2953.208464	3020	3020	11	19	0	0	0	1	20	Gram Negative	CymS
SZUA-1129	SZU_Cayman_Shallow__BandP_5.44.B	Marinimicrobia	GTDB genome phylogeny	d__Bacteria;p__Marinimicrobia;c__Marinisomatia;o__SCGC-AAA003-L08;f__SCGC-AAA003-L08;g__SCGC-AAA003-L08;unclassified	Candidatus Marinimicrobia bacterium SZUA-1129 [Phylum]	44.39	67.23	0	0	#N/A	0	255	1006	255	0.937396714	0.372646062	0.024043257	817513	20832	20832	3205.933333	3205.933333	3436	3436	11	16	0	0	0	0	16	Gram Negative	CymS
SZUA-1130	SZU_Cayman_Shallow__BandP_5.46.P	Gammaproteobacteria-Thiomicrospirales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__UBA2013;s__UBA2013 sp1	Gammaproteobacteria bacterium SZUA-1130 [Class]	14.12	87.36	3.97	50	#N/A	0	174	1311	174	0.936921733	0.408203672	0.017041148	1132371	27996	27996	6507.87931	6507.87931	8431	8431	11	33	0	0	0	2	35	Gram Negative	CymS
SZUA-1132	SZU_Cayman_Shallow__BandP_6.23.P	Latescibacteria	GTDB genome phylogeny	d__Bacteria;p__Latescibacteria;c__UBA2968;o__UBA8231;f__UBA8231;unclassified;unclassified	Candidatus Latescibacteria bacterium SZUA-1132 [Phylum]	10.21	52.47	2.75	0	Bacteria;PAUC34f;uncultured bacterium	0	1181	3151	1181	0.88420017	0.630606359	0.019472923	2828752	18227	18227	2395.217612	2395.217612	2345	2345	11	12	0	0	0	1	13	Gram Negative	CymS
SZUA-1133	SZU_Cayman_Shallow__BandP_6.43.P	Marine Group II	GTDB genome phylogeny	d__Archaea;p__Thermoplasmataeota;c__Epipelagoarchaeia;o__MGII;f__MGIIA;g__UBA623;unclassified	Marine Group II archaeon MGIIA SZUA-1133 [Class]	39.29	62.89	0.96	100	Archaea;Euryarchaeota;Thermoplasmata;Thermoplasmatales;Marine Group II;uncultured archaeon	0	200	1156	200	0.947143842	0.595535045	0.017887349	1176003	39395	39395	5880.015	5880.015	8364	8364	11	43	0	0	1	0	44	Archaea	CymS
SZUA-1136	SZU_Cayman_Shallow__BandP_8.28.B	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__UBA1151;f__UBA1151;g__UBA1328;s__UBA1328 sp1	Dehalococcoidia bacterium SZUA-1136 [Class]	26.63	92.57	0.99	0	Bacteria;Chloroflexi;SAR202 clade;uncultured bacterium	0	218	2305	218	0.870701282	0.580343806	0.01307035	2303681	64612	64612	10567.34404	10567.34404	17742	17742	11	46	0	0	0	2	48	Gram Negative	CymS
SZUA-1139	SZU_Cayman_Shallow__BandP_9.2.B_VB	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__UBA3495;f__UBA3495;g__UBA9611;unclassified	Dehalococcoidia bacterium SZUA-1139 [Class]	23.73	82.06	6.16	0	#N/A	0	164	2931	164	0.867827465	0.590708993	0.010592637	2914259	76412	76412	17769.87195	17769.87195	25508	25508	11	35	0	0	1	1	37	Gram Negative	CymS
SZUA-1140	SZU_Cayman_Shallow__BandP_9.20.B	Alphaproteobacteria-UBA7887	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA7887;f__UBA7887;g__UBA3504;unclassified	Alphaproteobacteria bacterium SZUA-1140 [Class]	12.72	50.31	5.12	20	#N/A	0	385	2129	385	0.902042187	0.506857366	0.016383074	1973717	21951	21951	5126.537662	5126.537662	5724	5724	11	11	0	0	0	1	12	Gram Negative	CymS
SZUA-1141	SZU_Cayman_Shallow__BandP_9.21.B	Gammaproteobacteria-LS-SOB	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__UBA11791;s__UBA11791 sp1	Gammaproteobacteria bacterium SZUA-1141 [Class]	33.04	67.01	4.88	22.22	#N/A	0	382	2525	382	0.908246435	0.528400127	0.022252693	2446063	27188	27188	6403.306283	6403.306283	7492	7492	11	36	0	0	0	2	38	Gram Negative	CymS
SZUA-1142	SZU_Cayman_Shallow__BandP_9.28.P	Unknown	Phylogenetic tree	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Pedosphaerales;f__UBA1096;g__UBA1096;unclassified	Candidatus bacterium SZUA-1142 [Phylum]	37.16	69.03	2.7	50	#N/A	0	433	2198	433	0.93059276	0.610490209	0.022687454	2243959	18136	18136	5182.353349	5182.353349	5515	5515	11	22	0	0	0	0	22	Gram Negative	CymS
SZUA-1145	SZU_Cayman_Shallow__BandP_9.35.P	Actinobacteria	GTDB genome phylogeny	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Microtrichales;f__MedAcidi-G1;g__UBA3125;unclassified	Acidimicrobiia bacterium SZUA-1145 [Class]	19.26	91.45	2.99	20	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Sva0996 marine group;uncultured bacterium	0	216	2092	216	0.931101725	0.688148247	0.015341827	2003577	55222	55222	9275.819444	9275.819444	11829	11829	11	37	0	1	0	1	39	Gram Positive	CymS
SZUA-1146	SZU_Cayman_Shallow__BandP_9.4.P	Marinimicrobia	GTDB genome phylogeny	d__Bacteria;p__Marinimicrobia;c__Marinisomatia;o__Marinisomatales;f__Marinisomataceae;g__UBA2126;unclassified	Candidatus Marinimicrobia bacterium SZUA-1146 [Phylum]	18.78	50.45	9.7	7.14	#N/A	0	248	1404	248	0.949886024	0.40036952	0.024277597	1359062	40663	40663	5480.08871	5480.08871	5685	5685	11	22	0	0	0	1	23	Gram Negative	CymS
SZUA-1147	SZU_Cayman_Shallow__BandP_9.40.P	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Thiovulaceae;g__Sulfurimonas;unclassified	Campylobacterales bacterium SZUA-1147 [Order]	45.63	98.77	1.84	0	#N/A	0	44	1884	44	0.921380045	0.340904728	0.020884678	1698322	217448	217448	38598.22727	38598.22727	92279	92279	11	41	0	0	0	1	42	Gram Negative	CymS
SZUA-1148	SZU_Cayman_Shallow__BandP_9.42.P	Epsilonproteobacteria-Campylobacterales	GTDB genome phylogeny	d__Bacteria;p__Epsilonbacteraeota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__UBA1140;unclassified	Campylobacterales bacterium SZUA-1148 [Order]	15.22	83.23	7.4	62.5	#N/A	0	309	1710	309	0.926485924	0.348284661	0.018328102	1577385	15887	15887	5104.805825	5104.805825	5578	5578	11	30	0	0	0	2	32	Gram Negative	CymS
SZUA-1150	SZU_Cayman_Shallow__BandP_9.61.P	Thaumarchaeota	GTDB genome phylogeny	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;unclassified	Nitrososphaerales archaeon SZUA-1150 [Order]	10.37	56.55	1.55	0	#N/A	0	194	952	194	0.948484063	0.331137034	0.02212861	794822	11234	11234	4097.020619	4097.020619	4149	4149	11	24	0	0	1	0	25	Archaea	CymS
SZUA-1152	SZU_Cayman_Shallow__BandP_9.7.B	Gammaproteobacteria-LS-SOB	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA10353;f__LS-SOB;g__REDSEA-S09-B13;s__REDSEA-S09-B13 sp2	Gammaproteobacteria bacterium SZUA-1152 [Class]	49.44	67.01	1.83	66.67	#N/A	0	234	2243	234	0.916323173	0.539065236	0.01877712	2193152	60383	60383	9372.444444	9372.444444	12461	12461	11	28	0	0	0	1	29	Gram Negative	CymS
SZUA-1153	SZU_Cayman_Deep__BandP_1.12.B	Chloroflexi	GTDB genome phylogeny	d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__SAR202;f__UBA11138;g__UBA1123;unclassified	Dehalococcoidia bacterium SZUA-1153 [Class]	37.6	91.07	1.85	50	#N/A	0	394	3554	394	0.863823957	0.557901495	0.014155067	3272558	46260	46260	8305.984772	8305.984772	10562	10562	11	37	0	0	0	1	38	Gram Negative	CymD
SZUA-1154	SZU_Cayman_Deep__BandP_1.27.P	Gammaproteobacteria-Thiomicrospirales	GTDB genome phylogeny	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiomicrospirales;f__Thioglobaceae;g__UBA2013;unclassified	Gammaproteobacteria bacterium SZUA-1154 [Class]	20.07	58.75	6.84	12.5	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;SUP05 cluster;uncultured bacterium	0	277	1363	277	0.939185353	0.401985663	0.018118607	1143195	14017	14017	4127.057762	4127.057762	4132	4132	11	22	0	0	1	0	23	Gram Negative	CymD
